epoch;precision;recall;accuracy;f1;timestamp
0;0.025625926513113878;0.029707942376851048;0.0296;0.020419869763882655;2023-05-08 04:38:50
1;0.09067475623624009;0.0762855572023519;0.0774;0.05904559645158856;2023-05-08 04:39:04
2;0.09627693498715192;0.08624380681801606;0.0894;0.06856995747122545;2023-05-08 04:39:18
3;0.10250895825302678;0.1032177697136545;0.1064;0.08465852598484452;2023-05-08 04:39:32
4;0.11248248329450668;0.11413566299394073;0.1172;0.09731878312832686;2023-05-08 04:39:46
5;0.13030704195943152;0.1258042048577949;0.1282;0.10953381572963299;2023-05-08 04:39:59
6;0.1292489254104492;0.13320209409828318;0.136;0.11627868241746162;2023-05-08 04:40:13
7;0.13091512117835813;0.13377817118155022;0.1372;0.11951651908502287;2023-05-08 04:40:27
8;0.14723614171174132;0.14384209680125384;0.1466;0.13112726848836018;2023-05-08 04:40:41
9;0.1413521427485407;0.13729962551733774;0.141;0.12765150229313854;2023-05-08 04:40:55
