epoch;step;loss_value;timestamp
epoch;step;loss_value;timestamp
0;99;2.3917142868041994;2023-04-28 19:35:59
0;199;2.220716165304184;2023-04-28 19:36:11
0;299;2.1203582239151;2023-04-28 19:36:24
1;99;1.9945442056655884;2023-04-28 19:36:39
1;199;1.9648470199108123;2023-04-28 19:36:45
1;299;1.9276627147197722;2023-04-28 19:36:51
2;99;1.8312516450881957;2023-04-28 19:37:03
2;199;1.8091319727897643;2023-04-28 19:37:09
2;299;1.7896898579597473;2023-04-28 19:37:15
3;99;1.6989404153823853;2023-04-28 19:37:26
3;199;1.6846255934238434;2023-04-28 19:37:37
3;299;1.66996657371521;2023-04-28 19:37:49
4;99;1.5893516838550568;2023-04-28 19:38:06
4;199;1.5686904573440552;2023-04-28 19:38:19
4;299;1.552186677455902;2023-04-28 19:38:32
5;99;1.4790887713432312;2023-04-28 19:38:50
5;199;1.4556361293792726;2023-04-28 19:39:03
5;299;1.4374518406391144;2023-04-28 19:39:16
6;99;1.3735413146018982;2023-04-28 19:39:35
6;199;1.357103636264801;2023-04-28 19:39:47
6;299;1.3344004321098328;2023-04-28 19:40:00
7;99;1.2713312673568726;2023-04-28 19:40:19
7;199;1.2468578773736954;2023-04-28 19:40:31
7;299;1.2419646728038787;2023-04-28 19:40:44
8;99;1.1741674363613128;2023-04-28 19:41:04
8;199;1.1566857308149339;2023-04-28 19:41:15
8;299;1.1465758335590364;2023-04-28 19:41:27
9;99;1.0983945679664613;2023-04-28 19:41:47
9;199;1.0734705835580827;2023-04-28 19:41:58
9;299;1.0707372117042542;2023-04-28 19:42:11
