epoch;precision;recall;accuracy;f1;timestamp
0;0.07288090480863973;0.0658805377426132;0.0678;0.05389555361425522;2023-05-08 03:11:12
1;0.13271610790262084;0.11205648079098621;0.1144;0.09672074650712531;2023-05-08 03:11:21
2;0.15755331816297985;0.1378481634365292;0.1406;0.12486140507289348;2023-05-08 03:11:29
3;0.16897202979188936;0.1565312614632328;0.1596;0.1436960293949457;2023-05-08 03:11:38
4;0.18134767546891326;0.17191721512337912;0.1756;0.1609403643041664;2023-05-08 03:11:46
5;0.18543525980908204;0.17426534385287717;0.178;0.16602254937487718;2023-05-08 03:11:55
6;0.18552729127501835;0.17567719636057305;0.1798;0.16790237682192294;2023-05-08 03:12:03
7;0.19137429911245035;0.17836780074517178;0.1822;0.17272753315763714;2023-05-08 03:12:12
8;0.19128651906570177;0.17870948692477487;0.182;0.1737449904470373;2023-05-08 03:12:20
9;0.19380117299445085;0.18223048344705048;0.1852;0.1782202815952758;2023-05-08 03:12:29
