epoch;precision;recall;accuracy;f1;timestamp
0;0.12792898981736067;0.10879299037842008;0.11;0.08574103633705717;2023-05-08 02:53:25
1;0.1836558794244364;0.15126622994285224;0.154;0.13182483888106167;2023-05-08 02:53:58
2;0.22533229573716565;0.17593748754525362;0.1786;0.16218999979003446;2023-05-08 02:54:28
3;0.24054435949072528;0.18694380563852683;0.189;0.17893451381669886;2023-05-08 02:55:01
4;0.2526429410419401;0.20211626209023234;0.203;0.19229242896992357;2023-05-08 02:55:32
5;0.24539692803121999;0.2008193558763498;0.2014;0.1925213900997452;2023-05-08 02:56:06
6;0.2500015409337521;0.20740040712106325;0.2086;0.20059412528559803;2023-05-08 02:56:37
7;0.24341161556432223;0.2029787762599711;0.2046;0.19909056917061324;2023-05-08 02:57:10
8;0.2371393823048055;0.20545849603531227;0.2064;0.20170635765109343;2023-05-08 02:57:43
9;0.2370439937458153;0.2095808574824369;0.2124;0.20734610270695253;2023-05-08 02:58:16
