epoch;step;loss_value;timestamp
epoch;step;loss_value;timestamp
0;99;4.770789766311646;2023-04-28 19:42:49
0;199;4.601140666007995;2023-04-28 19:42:52
0;299;4.36717755317688;2023-04-28 19:42:55
1;99;4.135780601501465;2023-04-28 19:42:59
1;199;4.0263483786582945;2023-04-28 19:43:02
1;299;3.9189163994789125;2023-04-28 19:43:05
2;99;3.8456693625450136;2023-04-28 19:43:10
2;199;3.7623824739456175;2023-04-28 19:43:13
2;299;3.669016935825348;2023-04-28 19:43:16
3;99;3.590317587852478;2023-04-28 19:43:21
3;199;3.5383755803108214;2023-04-28 19:43:24
3;299;3.4418132209777834;2023-04-28 19:43:27
4;99;3.3738323211669923;2023-04-28 19:43:32
4;199;3.304458544254303;2023-04-28 19:43:35
4;299;3.2141198205947874;2023-04-28 19:43:38
5;99;3.1424132561683655;2023-04-28 19:43:43
5;199;3.0971220660209657;2023-04-28 19:43:46
5;299;2.9966830921173098;2023-04-28 19:43:50
6;99;2.915535900592804;2023-04-28 19:43:54
6;199;2.85636066198349;2023-04-28 19:43:57
6;299;2.7762099862098695;2023-04-28 19:44:00
7;99;2.695263080596924;2023-04-28 19:44:05
7;199;2.6238871693611143;2023-04-28 19:44:08
7;299;2.5366182684898377;2023-04-28 19:44:11
8;99;2.454293842315674;2023-04-28 19:44:16
8;199;2.36435613155365;2023-04-28 19:44:19
8;299;2.2969934368133544;2023-04-28 19:44:22
9;99;2.203678061962128;2023-04-28 19:44:27
9;199;2.110165901184082;2023-04-28 19:44:30
9;299;2.044678910970688;2023-04-28 19:44:33
