epoch;step;loss_value;timestamp
epoch;step;loss_value;timestamp
0;99;4.705964207649231;2023-04-28 19:46:49
0;199;4.483921518325806;2023-04-28 19:46:57
0;299;4.2838619565963745;2023-04-28 19:47:06
1;99;4.129511098861695;2023-04-28 19:47:21
1;199;4.055450637340545;2023-04-28 19:47:30
1;299;3.970013828277588;2023-04-28 19:47:39
2;99;3.916021192073822;2023-04-28 19:47:51
2;199;3.864851763248444;2023-04-28 19:48:01
2;299;3.7901724672317503;2023-04-28 19:48:10
3;99;3.7455652165412903;2023-04-28 19:48:23
3;199;3.6978296279907226;2023-04-28 19:48:32
3;299;3.61949054479599;2023-04-28 19:48:41
4;99;3.5804487252235413;2023-04-28 19:48:56
4;199;3.5511091423034666;2023-04-28 19:49:05
4;299;3.4642857122421264;2023-04-28 19:49:15
5;99;3.4331226325035096;2023-04-28 19:49:28
5;199;3.3899620628356932;2023-04-28 19:49:37
5;299;3.3050857543945313;2023-04-28 19:49:47
6;99;3.2655412673950197;2023-04-28 19:50:02
6;199;3.235641314983368;2023-04-28 19:50:11
6;299;3.147749037742615;2023-04-28 19:50:21
7;99;3.0959557104110718;2023-04-28 19:50:35
7;199;3.0690769362449646;2023-04-28 19:50:44
7;299;2.995138692855835;2023-04-28 19:50:54
8;99;2.9412430262565614;2023-04-28 19:51:08
8;199;2.910412654876709;2023-04-28 19:51:17
8;299;2.8434246611595153;2023-04-28 19:51:26
9;99;2.7852046132087707;2023-04-28 19:51:42
9;199;2.7390300750732424;2023-04-28 19:51:51
9;299;2.6854237627983095;2023-04-28 19:52:00
