epoch;precision;recall;accuracy;f1;timestamp
0;0.1196634054771069;0.12506277984762043;0.180999180999181;0.10290715234139455;2023-05-07 23:42:04
1;0.22531377505966055;0.21414796983905848;0.2691782691782692;0.20200150836827646;2023-05-07 23:42:18
2;0.4075795421756026;0.37317873725847805;0.4251979251979252;0.3718255806430063;2023-05-07 23:42:33
3;0.5425551960227561;0.51666107422488;0.5586950586950586;0.5211639878667089;2023-05-07 23:42:48
4;0.6361968055974371;0.606437542480694;0.6446901446901447;0.6151835417058468;2023-05-07 23:43:03
5;0.6633832976458399;0.6416616857947085;0.6778596778596778;0.649490810401063;2023-05-07 23:43:17
6;0.6963188273076566;0.674747700815794;0.7014742014742015;0.6815177476428949;2023-05-07 23:43:32
7;0.7046617793582289;0.6957028342519669;0.7204477204477204;0.6981742117631777;2023-05-07 23:43:47
8;0.7192601917649384;0.7039729750887305;0.7261807261807262;0.7070245476222276;2023-05-07 23:44:01
9;0.7178094041383646;0.7179693130535263;0.7371007371007371;0.7148064050778042;2023-05-07 23:44:16
